FLOW_AREA,RV_BAS_AREA,RV_GRAD,RV_LEN,RV_NAME,RV_TYPE
长阳自治县,,7,3,新桥村沟,1
长阳自治县,,8,3,沙湾,1
长阳自治县,,7,3,磨石溪,1
长阳自治县-火烧坪乡-黍子岭村/长阳自治县-资丘镇-凉水寺村/长阳自治县-资丘镇-泉水湾村,,7,4,曾家溪,1
长阳自治县,,8,5,潘家冲,1
长阳自治县,,7,4,响溪,1
长阳自治县,,7,11,中溪,1
长阳自治县,,7,18,响石溪左支流,1
长阳自治县,,7,3,魏家湾,1
长阳自治县,,7,3,万人溪,1
长阳自治县,,7,5,林家河,1
长阳自治县,,8,3,林家河右支流,1
长阳自治县,,8,8,芦溪,1
长阳自治县-贺家坪镇-中岭村,,9,5,三岔溪右支流,1
长阳自治县-渔峡口镇-西坪村,,9,2,陡低河右支流,1
枝江市-董市镇-石匠店村/枝江市-董市镇-石港桥村/枝江市-马家店街道-拽车社区居委会/枝江市-马家店街道-余家溪社区居委会,,7,16,东干渠,1
枝江市,,6,29,云盘湖西排渠,1
枝江市,,7,7,太白干渠,1
枝江市,,8,20,泉河二支渠,1
枝江市,,8,5,五龙溪,1
枝江市,,8,5,方冲溪河,1
枝江市,,8,7,灵芝山溪,1
枝江市,,8,7,大冲,1
枝江市,,8,9,石子岭低干渠,1
枝江市,,8,7,石子岭高干渠,1
枝江市,,7,14,石子岭中干渠,1
枝江市-问安镇-方家畈村/枝江市-问安镇-四岗村/枝江市-问安镇-朱家湾村/枝江市-问安镇-万水桥村,,7,15,花庙河,1
枝江市,,6,7,黑狗子垱,1
枝江市,,8,8,东排干渠,1
枝江市,,7,9,江心闸灌渠,1
枝江市,,8,7,中干渠,1
枝江市,,9,1,高干渠,1
枝江市,,9,6,低干渠,1
宜昌高新区-白洋工业园-天螺寺村委会,,9,11,杨家湖,1
枝江市,,9,8,清水溪,1
枝江市,,7,16,胡家畈干渠,1
枝江市,,8,29,泉河三支渠,1
枝江市,,8,9,泉河干渠,1
猇亭区-云池街道-黄龙寺社区居委会/猇亭区-云池街道-下马槽社区居委会/猇亭区-云池街道-福善场村委会,,7,9,善溪冲主干渠,1
枝江市,,8,5,火山口高剅渠,1
枝江市,,8,7,火山口干渠,1
枝江市,,8,15,东支渠,1
枝江市,,8,12,东风渠一干渠,1
枝江市,,7,7,伯杨树冲,1
枝江市,,7,10,西支渠,1
长阳自治县,,7,5,钟家溪,1
长阳自治县,,7,3,小营头沟,1
长阳自治县,,8,6,龙潭寺沟,1
枝江市,,7,16,东一支渠,1
宜都市-王家畈镇-夏家湾村/宜都市-王家畈镇-双河桥村/宜都市-王家畈镇-王家畈村/宜都市-王家畈镇-横冲村,,7,28,柳树河,1
宜都市-枝城镇-何阳店村,,8,9,何家冲,1
宜都市-聂家河镇-肖家岗村/宜都市-聂家河镇-柑子园村/宜都市-聂家河镇-王家坪村/宜都市-聂家河镇-白家埫村,,6,11,水磨溪,1
远安县,,7,3,沙堰湾,1
远安县,,9,0,支沟,1
远安县,,7,9,杨家沟,1
远安县,,7,3,楼子沟,1
远安县,,9,0,高庄河支流1,1
远安县,,7,3,高庄河支流2,1
远安县,,7,3,高庄河主要支流,1
远安县,,7,20,张桥河,1
远安县,,8,3,支流,1
远安县,,7,21,五里河西支,1
远安县,,8,1,支流1,1
远安县,,8,2,支流2,1
远安县,,8,3,花林寺河,1
远安县,,9,1,红峰沟,1
远安县,,9,2,向家畈沟,1
远安县,,9,1,湖冲,1
